;beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
644;CARROSSERIE RUFFLE;13;0
645;RICHARD SAS;13;0
646;CARROSSERIE ESTHETIC AUTO;13;0
647;SERCA;13;0
648;CARROSSERIE LEBEAU;13;0
649;GARAGE DE LA GARE;13;0
650;GARAGE LOYER;13;0
651;CARROSSERIE DESOIL;13;0
652;CARROSSERIE ROUZE;13;0
653;GARAGE JEAN RIBEIRO;13;0
654;VALAUTO BETHUNE;13;0
655;VALAUTO ARTOIS;13;0
656;CARROSSERIE VINOIS;13;0
657;LIFTING CAR 27;13;0
658;PROUET FILS;13;0
659;CARROSSERIE PREUDHOMME;13;0
660;AUTO LIAISON;13;0
661;GARAGE ROBINE;13;0
662;CARROSSERIE LAVRILLEUX-SOCIETE NOUVELLE;13;0
663;SARL CARROSSERIE;13;0
664;ATELIER SENE;13;0
665;PLEIN AIR AUTO;13;0
666;ESPACE CARROSSERIE BUIRE;13;0
667;CLERMONT CARROSSERIE;13;0
668;CARROSSERIE MICHEL;13;0
669;LABONNE CARROSSERIE;13;0
670;GARAGE PAULIN;13;0
671;CARROSSERIE BACCONET;13;0
672;CARROSSERIE BUIRE;13;0
673;CARROSSERIE ROLAND;13;0
674;CARROSSERIE JLF;13;0
675;MARGEZ AUTOMOBILE;13;0
676;MAGOT GILLES AIME;13;0
677;KEBLI MORAD;13;0
678;SARL CARROSSERIE BOUCHER;13;0
679;CARROSSERIE DE LA GARE;13;0
680;CARROSSERIE MODERNE;13;0
681;SARL BILLARD;13;0
682;DENT REPAIR 60 SARL;13;0
683;GARAGE SALIN;13;0
684;LC AUTO;13;0
685;CARROSSERIE FAVIER;13;0
686;SARL ESTEVES;13;0
687;SOCIETE DE GASPERIS;13;0
688;ETABLISSEMENTS CHAVANT;13;0
689;BESSET GRAND LYON;13;0
690;M V AUTOMOBILES;13;0
691;EBS AUTO;13;0
692;REMPLACE PARE BRISE;13;0
693;GROUPE ALBAX;13;0
694;ROSSI AUTOMOBILE;13;0
695;SARL CARROSSERIE AYVAZIAN;13;0
696;AMERICAN MOTOR'S;13;0
697;CONSEILS & SOLUTIONS CARROSSERIE;13;0
698;CARROSSERIE HERVE;13;0
699;DK BOSS;13;0
700;COTTERCHIO;13;0
701;EURL BRENGUIER AUTOMOBILES PERE FILS;13;0
702;CARROSSERIE TECHNIQUE AUTO;13;0
703;CARROSSERIE AUTO BONHOMME J-C;13;0
704;L'ALCHIMISTE;13;0
705;1 PARE-BRISE;13;0
706;JPN AUTOMOBILES;13;0
707;GARAGE RAVIER;13;0
708;ISSY GARAGE LADOUX;13;0
709;AIGLE AUTO;13;0
710;SOCIETE POURTOUT;13;0
711;SOCIETE ANDRE SAUVEGRAIN;13;0
712;LCH;13;0
713;GARAGE PREMIER;13;0
714;AMEIXA FPL;13;0
715;SOC CARROSSERIE ALFORT;13;0
716;SARL GARAGE ANATOLE FRANCE;13;0
717;PROFIL CAR CHUNG;13;0
718;JFA2C;13;0
719;SOCIETE YVERICE;13;0
720;AUTO CLEAN;13;0
721;GARAGE BELLECOTE;13;0
722;CARROSSERIE PAIS FRERES;13;0
723;DECROUX ANNIE SIMONE GEORGETTE;13;0
724;COLOR AUTO;13;0
725;SARL BERTRAND DESBIOLLES;13;0
726;CARROSSERIE VITTOZ SARL;13;0
727;E.B. CARROSSERIE;13;0
728;VALAUTO ROUBAIX;13;0
729;VALAUTO LAMBERSART;13;0
730;CARROSSERIE ALESI ET FILS;13;0
731;FRANCHI SYLVAIN;13;0
732;BOURDET XAVIER SAMUEL FABRICE;13;0
733;CARROSSERIE THUIRINOISE;13;0
734;BASSET PIERRE;13;0
735;CITROEN CHAMPIONNET ORDENER VAUVENARGUES-CARROSSERIE LEBAR;13;0
736;CARROSSERIE KARMA;13;0
737;CARROSSERIE JOREL SARL;13;0
738;DOS REIS HENRIQUE ANTONIO;13;0
739;GRENY CARROSSERIE;13;0
740;S.N. CARROSSERIE DE THOIRY;13;0
741;CARROSSERIE DUMOULIN SARL;13;0
742;CORDET BRUNO;13;0
743;CARROSSERIE ROUTIN;13;0
744;CHRISTOPHE CARROSSERIE;13;0
745;BRIE AUTOMOBILES;13;0
746;CARROSSERIE GOUVERNEYRE;13;0
747;GARAGE NICOLAS;13;0
748;CARROSSERIE CARROT;13;0
749;CARROSSERIE F. GRILLET;13;0
750;CARMINATI FRANCK;13;0
751;CARROSSERIE FONTANA;13;0
752;BRUNI SARL;13;0
753;VEXOR;13;0
754;CARROSSERIE MODERNE OLIVIER DELATTRE;13;0
755;KOWALCZUK ERIC EDOUARD;13;0
756;GARAGE TIERCE;13;0
757;CARROSSERIE BEAUCHAMPS;13;0
758;GARAGE PICHON;13;0
759;CHEVALIERCARROSSERIE;13;0
760;EURL CARROSSERIE PHILIPPE POUDE;13;0
761;VERMOREL DAVID ROBERT;13;0
762;CARROSSERIE BARLET ET COMPAGNIE;13;0
763;CARROSSERIE JOSE GARCIA;13;0
764;AUTOMOBILE DU DRONCKAERT;13;0
765;VAL DE LYS AUTOMOBILES;13;0
766;CARROSSERIE FONTAINE FABRICE;13;0
767;VALAUTO RONCQ;13;0
768;CARROSSERIE PAYEN;13;0
769;CARROSSERIE CANDELIER;13;0
770;CARROSSERIE BOUT;13;0
771;CARROSSERIE PAPI;13;0
772;AUTO RACING;13;0
773;M A S;13;0
774;GARAGE LIGUORI;13;0
775;CARROSSERIE DU GARLABAN;13;0
776;CARROSSERIE CENTER;13;0
777;SOCIETE DAO ANDREO;13;0
778;CARROSSERIE LA CASCADE;13;0
779;J.B. SERVICES;13;0
780;GARAGE CLAVEL;13;0
781;LEQUEUX JULIEN;13;0
782;SARL BARRAL ET FILS;13;0
783;ROBLES AUTOMOBILE;13;0
784;AUTO 2000;13;0
785;SOC D EXPLOITATION DE LA CARROSSERIE J.R. BOYER;13;0
786;CARROSSERIE DUVAL;13;0
787;GARAGE WINK CAR;13;0
788;GSF RENOVAUTO;13;0
789;ELIX THIERRY;13;0
790;BARY CARROSSERIE;13;0
791;AMELINA;13;0
792;33 DEBOSSELAGE;13;0
793;OLIER THIERRY RENE;13;0
794;CTRE.REPARATION AUTOMOBILE M.POULET;13;0
795;GARAGE DUQUESNE;13;0
796;CARROSSERIE NICOLAS;13;0
797;CARROSSERIE FONTENAISIENNE;13;0
798;SOCIETE DE DISTRIBUTION ET DE REPARATION AUTOMOBILE S D R A;13;0
799;SOCIETE NOUVELLE GARAGE DE LA MAIRIE;13;0
800;GARAGE DE LA BOULE;13;0
801;LINE DEBOSSELAGE;13;0
802;OJM AUTOMOBILES;13;0
803;SARL RIBEIRO;13;0
804;BOSS MASTERS;13;0
805;RP DRANCY;13;0
806;SERVICE AUTO VILLENEUVE;13;0
807;CKL AUTO;13;0
808;AUTO VITRAGE CHAMPIGNY;13;0
809;GARAGE GENTILLY;13;0
810;SERVICE RAPIDE PRESTATIONS AUTOMOBILES;13;0
811;AUTO DC;13;0
812;PEINTURE MECANIQUE 95;13;0
813;FAST AUTO;13;0
814;F C PEINTURE;13;0
815;E.S.Y.;13;0
816;CARROSSERIE RAPHAEL;13;0
817;VEYRINES;13;0
818;CARROSSERIE MIDENA;13;0
819;SARL CARROSSERIE NAVARRO;13;0
820;CARROSSERIE BAULE;13;0
821;GARAGE THIVILLIER;13;0
822;GARAGE PHILIP;13;0
823;ROSE CARROSSERIE INDUSTRIELLE;13;0
824;CARROSSERIE J.G.;13;0
825;CARROSSERIE GARAGE MONTS DE LA MADELEINE;13;0
826;CARROSSERIE JACQUET;13;0
827;CARROSSERIE SALANON;13;0
828;LIEVEAUX LUDOVIC ROBERT JOEL;13;0
829;SOCIETE D'EX DU GARAGE CLAUDE SCHULTZ;13;0
830;TPC BOUGIVAL TOLERIE PEINTURE DU CENTRE;13;0
831;MVR EVOLUTION;13;0
832;CARROSSERIE D ORGEVAL;13;0
833;STOP AUTO;13;0
834;PARK AUTO;13;0
835;CONCEPT REPAIR ORADOU;13;0
836;SAS GARAGE DEBUS PERE ET FILS;13;0
837;AMSELLEM JEAN CLAUDE;13;0
838;BPC;13;0
839;CARROSSERIE DE L'INSA;13;0
840;L'ARTISAN CARROSSIER;13;0
841;AJV;13;0
842;DE SAINT JEAN FILS;13;0
843;VARNIER SEBASTIEN;13;0
844;BC2M;13;0
845;CARROSSERIE FALLUEL;13;0
846;VALAUTO LOMME;13;0
847;EUROPAUTO SOC EXPL GARAGE HEYRITZ;13;0
848;GARAGE ANTHONY;13;0
849;SARL GARAGE OBERLE;13;0
850;CARROSSERIE KNORR;13;0
851;SARL GARAGE KLEIN FRERES;13;0
852;OUEST AUTOMOBILE;13;0
853;GARAGE SOHM;13;0
854;GARAGE BADINA;13;0
855;SARL TRITZ PIERRE;13;0
856;CARROSSERIE MATTHAEY;13;0
857;GARAGE TRITZ JEAN-PIERRE ET FILS;13;0
858;GRUBER AUTOMOBILE;13;0
859;GARAGE MEICHEL;13;0
860;BAUER ALFRED GEORGES;13;0
861;GARAGE SUSS;13;0
862;SOC.EXPL.DU GARAGE MALDONADO;13;0
863;GARAGE LAAS;13;0
864;DIAZ MAROTTO STEPHANE;13;0
865;CARROSSERIE LEYSSALLE FILS;13;0
866;SMB CAR;13;0
867;IZON AUTO MOTO;13;0
868;SARL CARROSSERIE BOUCHON ET FILS;13;0
869;SAS CARROSSERIE DE BRUGES CENTRE;13;0
870;ARCAS AUTOMOBILES;13;0
871;ALTON STEPHANE;13;0
872;VIGNAU;13;0
873;CARROSSERIE ENZO;13;0
874;AUTO SATISFACTION;13;0
875;ALLORY ANTHONY;13;0
876;GARAGE CHEREAU FRERES;13;0
877;P H S;13;0
878;CARROSSERIE NANTOU;13;0
879;CARROSSERIE LUDOVIC JOUSSET;13;0
880;LARCHER;13;0
881;KARL ASSELOT SARL;13;0
882;ETABLISSEMENTS DEBOISLOREY;13;0
883;CARROSSERIE LOQUET;13;0
884;CARROSSERIE ROBELET;13;0
885;CARROSSERIE PATRICE BARADA;13;0
886;PATTIER PASCAL;13;0
887;CARROSSERIE JOUANNIC;13;0
888;SN CARROSSERIE 56;13;0
889;CARROSSERIE DU SCORFF L.D.;13;0
890;SE CARROSSERIE AUTOMOBILE KERBELLEC A;13;0
891;SARL JEGAT;13;0
892;KARLAGATHE;13;0
893;CARROSSERIE LE CORRE;13;0
894;GARAGE LE GLEUT;13;0
895;SARL CARROSSERIE EVANNO;13;0
896;CARROSSERIE ROYER;13;0
897;CARROSSERIE DE KERTHOMAS;13;0
898;CARROSSERIE LE BLEVENEC;13;0
899;CARROSSERIE MODERNE;13;0
900;B.C  AUTOMOBILES;13;0
901;DESCADEILLAS PIERRICK ANDRE MARIE;13;0
902;SOC EXPLOITATION ETAB DUNEAU;13;0
903;SOC NOUVELLE TOLERIE MODERNE;13;0
904;ETS DUPRESSOIR SARL;13;0
905;CAP 45;13;0
906;GARAGE GAUTHIER EURL;13;0
907;ACP CARROSSERIE BOISSARD;13;0
908;CARROSSERIE PLOTTON SARL;13;0
909;CARROSSERIE JOEL SOUCHARD ET FILS SARL;13;0
910;DESVER EURL;13;0
911;EDE;13;0
912;CARROSSERIE ZAMBEAUX;13;0
913;CARAXIAL;13;0
914;SARL ATELIERS CANGIONI;13;0
915;S.W;13;0
916;CARROSSERIE GARREL;13;0
917;AUTOLIFT;13;0
918;VINCENT AUTO LIFTING;13;0
919;CARROSSERIE AUGUSTE;13;0
920;CARROSSERIE GNANI;13;0
921;CHALMEL STEPHANE ALAIN;13;0
922;CARROSSERIE  GUARDIA;13;0
923;AGUILAR MANUEL;13;0
924;GIMENEZ;13;0
925;SARL CARROSSERIE MEDINA;13;0
926;PRODECO;13;0
927;DELOS DAVID DANIEL GEORGES;13;0
928;ETABLISSEMENTS FONT ELIE;13;0
929;MAC CALLUM CYRIL WILLIAM;13;0
930;SARL CARROSSERIE PIANENCQUE;13;0
931;LECORRE;13;0
932;MATAS JEAN-FRANCOIS;13;0
933;CANU BERNARD PASCAL;13;0
934;MAURETA ERIC;13;0
935;GARAGE LOUIS;13;0
936;CARROSSERIE SCHAFF VL;13;0
937;SARL CARROSSERIE BOURDON;13;0
938;WOIPPY ET BONUS PARE - BRISE;13;0
939;SARL LA JUVENTUS;13;0
940;GROUPE CARROSSERIES 88 SARL;13;0
941;GARAGE BRUGIER;13;0
942;STE CARROSSERIE SERIGNAC;13;0
943;NATIONAL CARROSSERIE;13;0
944;SARL CARROSSERIE SAINT SIMON;13;0
945;SARL CARROSSERIE ASSISTANCE TOGUE;13;0
946;GARAGE GATTI;13;0
947;SARL CARROSSERIE LACAZE;13;0
948;ROBOAM NICOLAS STEPHANE;13;0
949;SOCIETE MOGA ET FILS;13;0
950;"SARL ""F.B AUTOMOBILE """;13;0
951;CARROSSERIE SAINT JEAN;13;0
952;SOCIETE D'EXPLOITATION CARROSSERIE COLLARD;13;0
953;MECAPEINTOL;13;0
954;A ESPACE CARROSSERIE PEREZ;13;0
955;ETABLISSEMENTS FOURCADE ET FILS;13;0
956;LYS AUTO 31;13;0
957;SARL CARROSSERIE PORCHERON;13;0
958;STIVAL CARROSSERIE;13;0
959;EYCHENNE FREDERIC;13;0
960;FB AUTOMOBILE CASTELNAU D'ESTRETEFONDS;13;0
961;CARROSSERIE TONIOL FRERES;13;0
962;CARROSSERIE COSTES;13;0
963;SARL CARROSSERIE PASA;13;0
964;CARROSSERIE CABAL;13;0
965;DOUSSAU YVES;13;0
966;LACOSTE DIDIER;13;0
967;CARROSSERIE MENDOISE;13;0
968;SARL BARRAQUE CARROS VEHIC LEGER & INDUS;13;0
969;SARL MARTIN FRERES;13;0
970;SOC EXPL CARROSSERIE VIDAL;13;0
971;SOCIETE D'EXPLOITATION DES ETABLISSEMENTS CARROSSERIE PORTILLO PAR ABREVIATION SEE CARROSSERIE PORTILLO;13;0
972;CARROSSERIE NOGUEIRA;13;0
973;GABRIEL ANDRE;13;0
974;CARROSSERIE LEMBEYE;13;0
975;LES CARROSSIERS REUNIS;13;0
976;CARROSSERIE COULON;13;0
977;CARROSSERIE VIAL;13;0
978;FRANCE CARROSSERIE;13;0
979;AUTO PARDOEN;13;0
980;PARK AUTO;13;0
981;MOBIL PARE-BRISE;13;0
982;GARAGE LE VILLAGE;13;0
983;IGNY AUTO;13;0
984;DEBOSS ST;13;0
985;LDC DEBOSSELAGE;13;0
986;THIVILLIER OLIVER YVETTE;13;0
987;CARROSSERIE REMILLY;13;0
988;CARROSSERIE PETIT;13;0
989;CARROSSERIE BERGER;13;0
990;EURL RIGAUDIER CARROSSERIE DES GRANDES TERRES;13;0
991;SARL PARIAUD;13;0
992;CARROSSERIE LECAT ET FILS;13;0
993;CARROSSERIE VIOLA;13;0
994;UNION DES PIMMS;14;1
995;UNION DES PIMMS;15;1
996;UNION DES PIMMS;16;1
997;UNION DES PIMMS;17;1
998;UNION DES PIMMS;18;1
999;UNION DES PIMMS;19;1
1000;UNION DES PIMMS;20;1
1001;UNION DES PIMMS;21;1
1002;UNION DES PIMMS;22;1
1003;UNION DES PIMMS;23;1
1004;UNION DES PIMMS;24;1
1005;UNION DES PIMMS;25;1
1006;UNION DES PIMMS;26;1
1007;UNION DES PIMMS;27;1
1008;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;28;1
1009;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;29;1
1010;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;30;1
1011;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;31;1
1012;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;32;1
1013;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;33;1
1014;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;34;1
1015;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;35;1
1016;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;36;1
1017;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;37;1
1018;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;38;1
1019;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;39;1
1020;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;40;1
1021;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;41;1
1022;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;42;1
1023;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;43;1
1024;SYND NATIONAL PROFESSION DU CHIEN & CHAT;44;1
1025;SYND NATIONAL PROFESSION DU CHIEN & CHAT;45;1
1026;SYND NATIONAL PROFESSION DU CHIEN & CHAT;46;1
1027;SYND NATIONAL PROFESSION DU CHIEN & CHAT;47;1
1028;SYND NATIONAL PROFESSION DU CHIEN & CHAT;48;1
1029;SYND NATIONAL PROFESSION DU CHIEN & CHAT;49;1
1030;SYND NATIONAL PROFESSION DU CHIEN & CHAT;50;1
1031;SYND NATIONAL PROFESSION DU CHIEN & CHAT;51;1
1032;SYND NATIONAL PROFESSION DU CHIEN & CHAT;52;1
1033;SYND NATIONAL PROFESSION DU CHIEN & CHAT;53;1
1034;SYND NATIONAL PROFESSION DU CHIEN & CHAT;54;1
1035;SYND NATIONAL PROFESSION DU CHIEN & CHAT;55;1
1036;SYND NATIONAL PROFESSION DU CHIEN & CHAT;56;1
1037;SYND NATIONAL PROFESSION DU CHIEN & CHAT;57;1
1038;OBSERVATOIRE DU VEHICULE D ENTREPRISE;58;1
1039;OBSERVATOIRE DU VEHICULE D ENTREPRISE;59;1
1040;DOCTOLIB;60;1
1041;DOCTOLIB;61;1
1042;DOCTOLIB;62;1
1043;FESAC;63;1
1044;FESAC;64;1
1045;FESAC;65;1
1046;FESAC;66;1
1047;FESAC;67;1
1048;FESAC;68;1
1049;FONDATION APPRENTIS D AUTEUIL;69;1
1050;FONDATION APPRENTIS D AUTEUIL;70;1
1051;FONDATION APPRENTIS D AUTEUIL;71;1
1052;FONDATION D AUTEUIL;72;1
1053;SCHIBSTED FRANCE;73;1
1054;SCHIBSTED FRANCE;74;1
1055;SCHIBSTED FRANCE;75;1
1056;SCHIBSTED FRANCE;76;1
1057;SCHIBSTED FRANCE;77;1
1058;INSTITUT DES AVOCATS CONSEILS FISCAUX;78;1
1059;INSTITUT DES AVOCATS CONSEILS FISCAUX;79;1
1060;INSTITUT DES AVOCATS CONSEILS FISCAUX;80;1
1061;INSTITUT DES AVOCATS CONSEILS FISCAUX;81;1
1062;INSTITUT DES AVOCATS CONSEILS FISCAUX;82;1
1063;INSTITUT DES AVOCATS CONSEILS FISCAUX;83;1
1064;INSTITUT DES AVOCATS CONSEILS FISCAUX;84;1
1065;INSTITUT DES AVOCATS CONSEILS FISCAUX;85;1
1066;INSTITUT DES AVOCATS CONSEILS FISCAUX;86;1
1067;INSTITUT DES AVOCATS CONSEILS FISCAUX;87;1
1068;FEDERATION ENTREP TRANSPORT LOGIS FRANCE;88;1
1069;FEDERATION ENTREP TRANSPORT LOGIS FRANCE;89;1
1070;FEDERATION ENTREP TRANSPORT LOGIS FRANCE;90;1
1071;FEDERATION ENTREP TRANSPORT LOGIS FRANCE;91;1
1072;FEDERATION ENTREP TRANSPORT LOGIS FRANCE;92;1
1073;ENTREPRENEURS DES TERRITOIRES PAYS;93;1
1074;ENTREPRENEURS DES TERRITOIRES PAYS;94;1
1075;ENTREPRENEURS DES TERRITOIRES PAYS;95;1
1076;ENTREPRENEURS DES TERRITOIRES PAYS;96;1
1077;ENTREPRENEURS DES TERRITOIRES PAYS;97;1
1078;Conseil central des pharmaciens d'officines de l'Ordre national des pharmaciens;98;1
1079;Conseil central des pharmaciens d'officines de l'Ordre national des pharmaciens;99;1
1080;Conseil central des pharmaciens d'officines de l'Ordre national des pharmaciens;100;1
1081;Conseil central des pharmaciens d'officines de l'Ordre national des pharmaciens;101;1
1082;Conseil central des pharmaciens d'officines de l'Ordre national des pharmaciens;102;1
1083;FEDERATION DU BATIMENT & DES TP DE VAUCL;103;1
1084;FEDERATION DU BATIMENT & DES TP DE VAUCL;104;1
1085;FEDERATION DU BATIMENT & DES TP DE VAUCL;105;1
1086;FEDERATION DU BATIMENT & DES TP DE VAUCL;106;1
1087;FEDERATION DU BATIMENT & DES TP DE VAUCL;107;1
1088;FEDERATION DU BATIMENT & DES TP DE VAUCL;108;1
1089;FEDERATION DU BATIMENT & DES TP DE VAUCL;109;1
1090;FEDERATION DU BATIMENT & DES TP DE VAUCL;110;1
1091;FEDERATION DU BATIMENT & DES TP DE VAUCL;111;1
1092;FEDERATION DU BATIMENT & DES TP DE VAUCL;112;1
1093;FEDERATION DU BATIMENT & DES TP DE VAUCL;113;1
1094;FEDERATION DU BATIMENT & DES TP DE VAUCL;114;1
1095;FEDERATION DU BATIMENT & DES TP DE VAUCL;115;1
1096;FEDERATION DU BATIMENT & DES TP DE VAUCL;116;1
1097;FEDERATION DU BATIMENT & DES TP DE VAUCL;117;1
1098;FEDERATION DU BATIMENT & DES TP DE VAUCL;118;1
1099;FEDERATION DU BATIMENT & DES TP DE VAUCL;119;1
1100;GRANDES SOURCES WATTWILLER;120;0
1101;SA EAUX MINERALES EVIAN;120;0
1102;SOCIETE DES EAUX DE MONT ROUCOUS;120;0
1103;SOCIETE DES EAUX MINERALES D'OGEU;120;0
1104;SOCIETE DES EAUX DE VOLVIC;120;0
1105;SNC NEPTUNE DISTRIBUTION;120;0
1106;NESTLE WATERS FRANCE;120;0
1107;GRANDES SOURCES WATTWILLER;121;0
1108;SA EAUX MINERALES EVIAN;121;0
1109;SOCIETE DES EAUX DE MONT ROUCOUS;121;0
1110;SOCIETE DES EAUX MINERALES D'OGEU;121;0
1111;SOCIETE DES EAUX DE VOLVIC;121;0
1112;SNC NEPTUNE DISTRIBUTION;121;0
1113;NESTLE WATERS FRANCE;121;0
1114;GRANDES SOURCES WATTWILLER;122;0
1115;SA EAUX MINERALES EVIAN;122;0
1116;SOCIETE DES EAUX DE MONT ROUCOUS;122;0
1117;SOCIETE DES EAUX MINERALES D'OGEU;122;0
1118;SOCIETE DES EAUX DE VOLVIC;122;0
1119;SNC NEPTUNE DISTRIBUTION;122;0
1120;NESTLE WATERS FRANCE;122;0
1121;GRANDES SOURCES WATTWILLER;123;0
1122;SA EAUX MINERALES EVIAN;123;0
1123;SOCIETE DES EAUX DE MONT ROUCOUS;123;0
1124;SOCIETE DES EAUX MINERALES D'OGEU;123;0
1125;SOCIETE DES EAUX DE VOLVIC;123;0
1126;SNC NEPTUNE DISTRIBUTION;123;0
1127;NESTLE WATERS FRANCE;123;0
1128;GRANDES SOURCES WATTWILLER;124;0
1129;SA EAUX MINERALES EVIAN;124;0
1130;SOCIETE DES EAUX DE MONT ROUCOUS;124;0
1131;SOCIETE DES EAUX MINERALES D'OGEU;124;0
1132;SOCIETE DES EAUX DE VOLVIC;124;0
1133;SNC NEPTUNE DISTRIBUTION;124;0
1134;NESTLE WATERS FRANCE;124;0
1135;CHAMBRE SYND EAUX MINERALES;125;1
1136;CHAMBRE SYND EAUX MINERALES;126;1
1137;CHAMBRE SYND EAUX MINERALES;127;1
1138;CHAMBRE SYND EAUX MINERALES;128;1
1139;CACEIS;129;1
1140;CACEIS;130;1
1141;CHAMBRE COMMERCE INDUSTRIE DU PAYS ARLES;131;1
1142;CHAMBRE COMMERCE INDUSTRIE DU PAYS ARLES;132;1
1143;CHAMBRE COMMERCE INDUSTRIE DU PAYS ARLES;133;1
1144;CHAMBRE COMMERCE INDUSTRIE DU PAYS ARLES;134;1
1145;CHAMBRE COMMERCE INDUSTRIE DU PAYS ARLES;135;1
1146;MUTUALITE FRANCAISE AQUITAINE;136;1
1147;MUTUALITE FRANCAISE AQUITAINE;137;1
1148;MUTUALITE FRANCAISE AQUITAINE;138;1
1149;MUTUALITE FRANCAISE AQUITAINE;139;1
1150;MUTUALITE FRANCAISE AQUITAINE;140;1
1151;GROUPE INTERSPORT;141;0
1152;ITM ENTREPRISES SA;141;0
1153;STARTER LES NOUVEAUX DISQUAIRES;141;0
1154;SA COOPERATIVE D'OPTICIENS LUNETIERS;141;0
1155;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;141;0
1156;FRANCE MATERNITE;141;0
1157;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);141;0
1158;ENTENTE PROF SPECIALISTES ENF;141;0
1159;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;141;0
1160;EK FRANCE SARL;141;0
1161;EUROPEENNE D HOTELLERIE;141;0
1162;GENERALE D EXPANSION;141;0
1163;UNIFRANCE;141;0
1164;ATOL;141;0
1165;COOPERATIVE PARFUMEURS PASSION BEAUTE;141;0
1166;SOCIETE D'ACHATS PHOTO CINE;141;0
1167;KRYS GROUP SERVICES;141;0
1168;SYNALIA;141;0
1169;ENTENDRE;141;0
1170;SELECTOUR AFAT ENTREPRISE;141;0
1171;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;141;0
1172;SA COOPERATIVE EUROPECHE;141;0
1173;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;141;0
1174;MAPOTEL SA;141;0
1175;ANWR-GARANT FRANCE;141;0
1176;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;141;0
1177;COOPERATIVE U ENSEIGNE;141;0
1178;ASS CENTR DISTRIBUT E LECLERC;141;0
1179;SOCIETE ANONYME COOPERATIVE GIPHAR;141;0
1180;ASTERA;141;0
1181;GIROPHARM;141;0
1182;BIOMONDE SOLIDARITE;141;0
1183;GROUPE WELCOOP;141;0
1184;ESPACE COOPERATIVE;141;0
1185;EURO PISCINE SERVICES;141;0
1186;EX&CO;141;0
1187;SCM SOCIETE COOPERATIVE DU MEUBLE;141;0
1188;MONSIEUR JARDINAGE;141;0
1189;ACTURA;141;0
1190;EDRA;141;0
1191;GASEL;141;0
1192;GROUPEMENT DES INSTALLATEURS FRANCAIS;141;0
1193;HEXA PLUS SANTE;141;0
1194;GADOL OPTIC 2000;141;0
1195;ALKOR;141;0
1196;J AIME MON COURTIER;141;0
1197;COMPAGNIE DES ARCHITECTEURS;141;0
1198;L'ADRESSE DES CONSEILS IMMOBILIERS;141;0
1199;LES GENTLEMEN DU DEMENAGEMENT;141;0
1200;ORFI FRANCE;141;0
1201;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;141;0
1202;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;141;0
1203;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;141;0
1204;COOPERATIVE DES GOLFS INDEPENDANTS;141;0
1205;SPORT 2000 FRANCE;141;0
1206;AXENERGIE;141;0
1207;CARRELIA DEVELOPPEMENT;141;0
1208;ESPACE COOPERATIVE;142;0
1209;EURO PISCINE SERVICES;142;0
1210;EX&CO;142;0
1211;SCM SOCIETE COOPERATIVE DU MEUBLE;142;0
1212;MONSIEUR JARDINAGE;142;0
1213;ACTURA;142;0
1214;EDRA;142;0
1215;GASEL;142;0
1216;GROUPEMENT DES INSTALLATEURS FRANCAIS;142;0
1217;HEXA PLUS SANTE;142;0
1218;GADOL OPTIC 2000;142;0
1219;ALKOR;142;0
1220;J AIME MON COURTIER;142;0
1221;COMPAGNIE DES ARCHITECTEURS;142;0
1222;L'ADRESSE DES CONSEILS IMMOBILIERS;142;0
1223;LES GENTLEMEN DU DEMENAGEMENT;142;0
1224;ORFI FRANCE;142;0
1225;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;142;0
1226;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;142;0
1227;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;142;0
1228;COOPERATIVE DES GOLFS INDEPENDANTS;142;0
1229;SPORT 2000 FRANCE;142;0
1230;AXENERGIE;142;0
1231;CARRELIA DEVELOPPEMENT;142;0
